data_inicio_atividade,uf,quantidade
2022-12-01,GO,12
2022-12-01,MA,5
2022-12-01,MG,18
2022-12-01,MS,1
2022-12-01,MT,4
2022-12-01,PA,7
2022-12-01,PB,5
2022-12-01,PE,12
2022-12-01,PI,2
2022-12-01,PR,21
2022-12-01,RJ,17
2022-12-01,RN,6
2022-12-01,RO,1
2022-12-01,RS,11
2022-12-01,SC,10
2022-12-01,SP,51
2022-12-01,TO,3
2023-01-01,AC,2
2023-01-01,AL,6
2023-01-01,AM,3
2023-01-01,AP,1
2023-01-01,BA,15
2023-01-01,CE,12
2023-01-01,DF,8
2023-01-01,ES,9
2023-01-01,GO,11
2023-01-01,MA,1
2023-01-01,MG,49
2023-01-01,MS,5
2023-01-01,MT,7
2023-01-01,PA,5
2023-01-01,PB,5
2023-01-01,PE,11
2023-01-01,PI,2
2023-01-01,PR,27
2023-01-01,RJ,42
2023-01-01,RN,6
2023-01-01,RO,3
2023-01-01,RR,1
2023-01-01,RS,20
2023-01-01,SC,18
2023-01-01,SE,2
2023-01-01,SP,92
2023-01-01,TO,3
2023-02-01,AL,5
2023-02-01,AM,6
2023-02-01,AP,2
2023-02-01,BA,20
2023-02-01,CE,16
2023-02-01,DF,11
2023-02-01,ES,11
2023-02-01,GO,8
2023-02-01,MA,4
2023-02-01,MG,40
2023-02-01,MS,4
2023-02-01,MT,7
2023-02-01,PA,16
2023-02-01,PB,3
2023-02-01,PE,10
2023-02-01,PI,4
2023-02-01,PR,17
2023-02-01,RJ,34
2023-02-01,RN,4
2023-02-01,RO,2
2023-02-01,RS,17
2023-02-01,SC,20
2023-02-01,SE,1
2023-02-01,SP,80
2023-02-01,TO,2
2023-03-01,AC,2
2023-03-01,AL,5
2023-03-01,AM,1
2023-03-01,AP,1
2023-03-01,BA,23
2023-03-01,CE,19
2023-03-01,DF,6
2023-03-01,ES,10
2023-03-01,GO,22
2023-03-01,MA,7
2023-03-01,MG,52
2023-03-01,MS,6
2023-03-01,MT,10
2023-03-01,PA,13
2023-03-01,PB,4
2023-03-01,PE,10
2023-03-01,PI,4
2023-03-01,PR,19
2023-03-01,RJ,49
2023-03-01,RN,6
2023-03-01,RO,4
2023-03-01,RR,1
2023-03-01,RS,30
2023-03-01,SC,28
2023-03-01,SE,1
2023-03-01,SP,97
2023-03-01,TO,2
2023-04-01,AL,4
2023-04-01,AM,3
2023-04-01,BA,11
2023-04-01,CE,14
2023-04-01,DF,5
2023-04-01,ES,4
2023-04-01,GO,12
2023-04-01,MA,7
2023-04-01,MG,41
2023-04-01,MS,4
2023-04-01,MT,8
2023-04-01,PA,14
2023-04-01,PB,3
2023-04-01,PE,15
2023-04-01,PR,24
2023-04-01,RJ,34
2023-04-01,RN,4
2023-04-01,RR,1
2023-04-01,RS,14
2023-04-01,SC,13
2023-04-01,SP,97
2023-04-01,TO,3
2023-05-01,AL,4
2023-05-01,AM,6
2023-05-01,AP,2
2023-05-01,BA,15
2023-05-01,CE,9
2023-05-01,DF,8
2023-05-01,ES,7
2023-05-01,GO,23
2023-05-01,MA,4
2023-05-01,MG,31
2023-05-01,MS,4
2023-05-01,MT,9
2023-05-01,PA,12
2023-05-01,PB,6
2023-05-01,PE,6
2023-05-01,PI,3
2023-05-01,PR,29
2023-05-01,RJ,54
2023-05-01,RN,7
2023-05-01,RO,2
2023-05-01,RR,1
2023-05-01,RS,27
2023-05-01,SC,26
2023-05-01,SE,1
2023-05-01,SP,108
2023-05-01,TO,3
2023-06-01,AL,3
2023-06-01,AM,7
2023-06-01,AP,1
2023-06-01,BA,26
2023-06-01,CE,10
2023-06-01,DF,6
2023-06-01,ES,5
2023-06-01,GO,15
2023-06-01,MA,6
2023-06-01,MG,42
2023-06-01,MS,4
2023-06-01,MT,10
2023-06-01,PA,10
2023-06-01,PB,9
2023-06-01,PE,8
2023-06-01,PI,6
2023-06-01,PR,23
2023-06-01,RJ,43
2023-06-01,RN,3
2023-06-01,RO,2
2023-06-01,RS,20
2023-06-01,SC,18
2023-06-01,SE,1
2023-06-01,SP,102
2023-06-01,TO,2
2023-07-01,AL,3
2023-07-01,AM,7
2023-07-01,AP,1
2023-07-01,BA,24
2023-07-01,CE,19
2023-07-01,DF,10
2023-07-01,ES,7
2023-07-01,GO,17
2023-07-01,MA,4
2023-07-01,MG,35
2023-07-01,MS,5
2023-07-01,MT,4
2023-07-01,PA,8
2023-07-01,PB,2
2023-07-01,PE,8
2023-07-01,PI,4
2023-07-01,PR,34
2023-07-01,RJ,44
2023-07-01,RN,3
2023-07-01,RO,4
2023-07-01,RR,1
2023-07-01,RS,20
2023-07-01,SC,26
2023-07-01,SE,1
2023-07-01,SP,114
2023-07-01,TO,3
2023-08-01,AC,2
2023-08-01,AL,6
2023-08-01,AM,9
2023-08-01,AP,4
2023-08-01,BA,24
2023-08-01,CE,9
2023-08-01,DF,3
2023-08-01,ES,10
2023-08-01,GO,23
2023-08-01,MA,5
2023-08-01,MG,43
2023-08-01,MS,3
2023-08-01,MT,5
2023-08-01,PA,5
2023-08-01,PB,5
2023-08-01,PE,9
2023-08-01,PI,3
2023-08-01,PR,27
2023-08-01,RJ,55
2023-08-01,RN,7
2023-08-01,RO,3
2023-08-01,RS,23
2023-08-01,SC,18
2023-08-01,SE,3
2023-08-01,SP,116
2023-08-01,TO,1
2023-09-01,AL,2
2023-09-01,AM,12
2023-09-01,AP,1
2023-09-01,BA,17
2023-09-01,CE,11
2023-09-01,DF,5
2023-09-01,ES,8
2023-09-01,GO,14
2023-09-01,MA,3
2023-09-01,MG,43
2023-09-01,MS,9
2023-09-01,MT,10
2023-09-01,PA,9
2023-09-01,PB,3
2023-09-01,PE,12
2023-09-01,PI,4
2023-09-01,PR,24
2023-09-01,RJ,39
2023-09-01,RN,3
2023-09-01,RO,5
2023-09-01,RR,1
2023-09-01,RS,21
2023-09-01,SC,20
2023-09-01,SE,3
2023-09-01,SP,101
2023-09-01,TO,1
2023-10-01,AC,3
2023-10-01,AL,5
2023-10-01,AM,9
2023-10-01,AP,1
2023-10-01,BA,20
2023-10-01,CE,13
2023-10-01,DF,4
2023-10-01,ES,8
2023-10-01,GO,24
2023-10-01,MA,3
2023-10-01,MG,47
2023-10-01,MS,3
2023-10-01,MT,8
2023-10-01,PA,7
2023-10-01,PB,6
2023-10-01,PE,7
2023-10-01,PI,3
2023-10-01,PR,24
2023-10-01,RJ,28
2023-10-01,RN,6
2023-10-01,RO,2
2023-10-01,RR,3
2023-10-01,RS,28
2023-10-01,SC,18
2023-10-01,SE,2
2023-10-01,SP,112
2023-11-01,AL,5
2023-11-01,AM,4
2023-11-01,AP,1
2023-11-01,BA,11
2023-11-01,CE,10
2023-11-01,DF,6
2023-11-01,ES,4
2023-11-01,GO,13
2023-11-01,MA,4
2023-11-01,MG,35
2023-11-01,MS,4
2023-11-01,MT,9
2023-11-01,PA,7
2023-11-01,PB,4
2023-11-01,PE,11
2023-11-01,PI,5
2023-11-01,PR,12
2023-11-01,RJ,37
2023-11-01,RN,4
2023-11-01,RO,1
2023-11-01,RS,17
2023-11-01,SC,18
2023-11-01,SE,1
2023-11-01,SP,106
2023-11-01,TO,4
2023-12-01,AC,2
2023-12-01,AL,1
2023-12-01,AM,5
2023-12-01,AP,1
2023-12-01,BA,8
2023-12-01,CE,9
2023-12-01,DF,2
2023-12-01,ES,10
2023-12-01,GO,10
2023-12-01,MA,5
2023-12-01,MG,33
2023-12-01,MS,1
2023-12-01,MT,2
2023-12-01,PA,4
2023-12-01,PB,4
2023-12-01,PE,6
2023-12-01,PI,2
2023-12-01,PR,7
2023-12-01,RJ,27
2023-12-01,RN,6
2023-12-01,RO,2
2023-12-01,RR,1
2023-12-01,RS,10
2023-12-01,SC,12
2023-12-01,SE,1
2023-12-01,SP,61
2023-12-01,TO,1
2024-01-01,AL,3
2024-01-01,AM,6
2024-01-01,BA,15
2024-01-01,CE,10
2024-01-01,DF,6
2024-01-01,ES,15
2024-01-01,GO,19
2024-01-01,MA,8
2024-01-01,MG,54
2024-01-01,MS,2
2024-01-01,MT,11
2024-01-01,PA,9
2024-01-01,PB,3
2024-01-01,PE,11
2024-01-01,PI,4
2024-01-01,PR,32
2024-01-01,RJ,48
2024-01-01,RN,2
2024-01-01,RO,3
2024-01-01,RR,1
2024-01-01,RS,16
2024-01-01,SC,22
2024-01-01,SE,3
2024-01-01,SP,107
2024-01-01,TO,1
2024-02-01,AL,4
2024-02-01,AM,5
2024-02-01,AP,2
2024-02-01,BA,16
2024-02-01,CE,9
2024-02-01,DF,10
2024-02-01,ES,5
2024-02-01,GO,19
2024-02-01,MA,2
2024-02-01,MG,39
2024-02-01,MS,10
2024-02-01,MT,7
2024-02-01,PA,8
2024-02-01,PB,7
2024-02-01,PE,8
2024-02-01,PI,2
2024-02-01,PR,34
2024-02-01,RJ,39
2024-02-01,RN,4
2024-02-01,RO,1
2024-02-01,RR,1
2024-02-01,RS,18
2024-02-01,SC,22
2024-02-01,SP,120
2024-02-01,TO,3
2024-03-01,AC,1
2024-03-01,AL,2
2024-03-01,AM,3
2024-03-01,BA,25
2024-03-01,CE,16
2024-03-01,DF,1
2024-03-01,ES,12
2024-03-01,GO,15
2024-03-01,MA,4
2024-03-01,MG,43
2024-03-01,MS,5
2024-03-01,MT,9
2024-03-01,PA,9
2024-03-01,PB,4
2024-03-01,PE,7
2024-03-01,PI,4
2024-03-01,PR,23
2024-03-01,RJ,42
2024-03-01,RN,5
2024-03-01,RR,1
2024-03-01,RS,13
2024-03-01,SC,21
2024-03-01,SE,2
2024-03-01,SP,134
2024-03-01,TO,2
2024-04-01,AC,3
2024-04-01,AL,4
2024-04-01,AM,8
2024-04-01,AP,2
2024-04-01,BA,24
2024-04-01,CE,16
2024-04-01,DF,6
2024-04-01,ES,9
2024-04-01,GO,16
2024-04-01,MA,9
2024-04-01,MG,44
2024-04-01,MS,3
2024-04-01,MT,14
2024-04-01,PA,9
2024-04-01,PB,5
2024-04-01,PE,14
2024-04-01,PI,13
2024-04-01,PR,29
2024-04-01,RJ,51
2024-04-01,RN,7
2024-04-01,RO,2
2024-04-01,RR,2
2024-04-01,RS,14
2024-04-01,SC,14
2024-04-01,SE,1
2024-04-01,SP,119
2024-04-01,TO,5
2024-05-01,AL,6
2024-05-01,AM,5
2024-05-01,AP,2
2024-05-01,BA,19
2024-05-01,CE,20
2024-05-01,DF,9
2024-05-01,ES,6
2024-05-01,GO,20
2024-05-01,MA,4
2024-05-01,MG,47
2024-05-01,MS,6
2024-05-01,MT,12
2024-05-01,PA,13
2024-05-01,PB,6
2024-05-01,PE,13
2024-05-01,PI,2
2024-05-01,PR,31
2024-05-01,RJ,45
2024-05-01,RN,5
2024-05-01,RO,6
2024-05-01,RR,1
2024-05-01,RS,13
2024-05-01,SC,17
2024-05-01,SE,1
2024-05-01,SP,130
2024-05-01,TO,3
2024-06-01,AC,1
2024-06-01,AL,5
2024-06-01,AM,6
2024-06-01,BA,11
2024-06-01,CE,11
2024-06-01,DF,8
2024-06-01,ES,5
2024-06-01,GO,15
2024-06-01,MA,6
2024-06-01,MG,36
2024-06-01,MS,3
2024-06-01,MT,7
2024-06-01,PA,13
2024-06-01,PB,3
2024-06-01,PE,7
2024-06-01,PI,4
2024-06-01,PR,24
2024-06-01,RJ,47
2024-06-01,RN,6
2024-06-01,RO,4
2024-06-01,RR,1
2024-06-01,RS,14
2024-06-01,SC,21
2024-06-01,SE,3
2024-06-01,SP,108
2024-06-01,TO,4
2024-07-01,AC,2
2024-07-01,AL,6
2024-07-01,AM,8
2024-07-01,BA,17
2024-07-01,CE,16
2024-07-01,DF,6
2024-07-01,ES,12
2024-07-01,GO,14
2024-07-01,MA,5
2024-07-01,MG,41
2024-07-01,MS,10
2024-07-01,MT,10
2024-07-01,PA,11
2024-07-01,PB,7
2024-07-01,PE,18
2024-07-01,PI,4
2024-07-01,PR,16
2024-07-01,RJ,38
2024-07-01,RN,5
2024-07-01,RO,2
2024-07-01,RR,2
2024-07-01,RS,22
2024-07-01,SC,15
2024-07-01,SE,5
2024-07-01,SP,125
2024-07-01,TO,4
2024-08-01,AC,3
2024-08-01,AL,6
2024-08-01,AM,7
2024-08-01,BA,17
2024-08-01,CE,9
2024-08-01,DF,7
2024-08-01,ES,11
2024-08-01,GO,13
2024-08-01,MA,2
2024-08-01,MG,47
2024-08-01,MS,1
2024-08-01,MT,18
2024-08-01,PA,9
2024-08-01,PB,9
2024-08-01,PE,10
2024-08-01,PI,3
2024-08-01,PR,27
2024-08-01,RJ,41
2024-08-01,RN,4
2024-08-01,RO,3
2024-08-01,RR,2
2024-08-01,RS,24
2024-08-01,SC,21
2024-08-01,SE,3
2024-08-01,SP,118
2024-08-01,TO,1
2024-09-01,AL,4
2024-09-01,AM,2
2024-09-01,BA,16
2024-09-01,CE,10
2024-09-01,DF,2
2024-09-01,ES,10
2024-09-01,GO,21
2024-09-01,MA,5
2024-09-01,MG,37
2024-09-01,MS,7
2024-09-01,MT,13
2024-09-01,PA,10
2024-09-01,PB,10
2024-09-01,PE,9
2024-09-01,PI,5
2024-09-01,PR,29
2024-09-01,RJ,53
2024-09-01,RN,5
2024-09-01,RO,1
2024-09-01,RS,26
2024-09-01,SC,19
2024-09-01,SE,2
2024-09-01,SP,102
2024-09-01,TO,2
2024-10-01,AL,3
2024-10-01,AM,4
2024-10-01,AP,2
2024-10-01,BA,19
2024-10-01,CE,13
2024-10-01,DF,10
2024-10-01,ES,8
2024-10-01,GO,17
2024-10-01,MA,3
2024-10-01,MG,50
2024-10-01,MS,5
2024-10-01,MT,9
2024-10-01,PA,3
2024-10-01,PB,6
2024-10-01,PE,17
2024-10-01,PI,2
2024-10-01,PR,31
2024-10-01,RJ,43
2024-10-01,RN,6
2024-10-01,RO,1
2024-10-01,RS,28
2024-10-01,SC,17
2024-10-01,SE,3
2024-10-01,SP,117
2024-10-01,TO,4
2024-11-01,AC,2
2024-11-01,AL,3
2024-11-01,AM,3
2024-11-01,BA,23
2024-11-01,CE,7
2024-11-01,DF,6
2024-11-01,ES,9
2024-11-01,GO,15
2024-11-01,MA,5
2024-11-01,MG,25
2024-11-01,MS,7
2024-11-01,MT,7
2024-11-01,PA,8
2024-11-01,PB,6
2024-11-01,PE,15
2024-11-01,PI,3
2024-11-01,PR,29
2024-11-01,RJ,56
2024-11-01,RN,4
2024-11-01,RS,13
2024-11-01,SC,17
2024-11-01,SE,5
2024-11-01,SP,99
2024-11-01,TO,6
2024-12-01,AC,1
2024-12-01,AL,2
2024-12-01,AM,2
2024-12-01,BA,19
2024-12-01,CE,11
2024-12-01,DF,5
2024-12-01,ES,4
2024-12-01,GO,12
2024-12-01,MA,2
2024-12-01,MG,30
2024-12-01,MS,6
2024-12-01,MT,6
2024-12-01,PA,3
2024-12-01,PB,4
2024-12-01,PE,9
2024-12-01,PI,3
2024-12-01,PR,16
2024-12-01,RJ,39
2024-12-01,RN,1
2024-12-01,RO,1
2024-12-01,RR,1
2024-12-01,RS,18
2024-12-01,SC,13
2024-12-01,SE,4
2024-12-01,SP,61
2025-01-01,AC,4
2025-01-01,AL,4
2025-01-01,AM,11
2025-01-01,AP,1
2025-01-01,BA,22
2025-01-01,CE,22
2025-01-01,DF,5
2025-01-01,ES,13
2025-01-01,GO,22
2025-01-01,MA,12
2025-01-01,MG,53
2025-01-01,MS,5
2025-01-01,MT,23
2025-01-01,PA,14
2025-01-01,PB,8
2025-01-01,PE,18
2025-01-01,PI,9
2025-01-01,PR,34
2025-01-01,RJ,81
2025-01-01,RN,8
2025-01-01,RO,6
2025-01-01,RR,1
2025-01-01,RS,31
2025-01-01,SC,30
2025-01-01,SE,1
2025-01-01,SP,121
2025-01-01,TO,5
2025-02-01,AC,2
2025-02-01,AL,3
2025-02-01,AM,3
2025-02-01,AP,1
2025-02-01,BA,28
2025-02-01,CE,26
2025-02-01,DF,6
2025-02-01,ES,14
2025-02-01,GO,22
2025-02-01,MA,10
2025-02-01,MG,55
2025-02-01,MS,4
2025-02-01,MT,8
2025-02-01,PA,13
2025-02-01,PB,6
2025-02-01,PE,18
2025-02-01,PI,5
2025-02-01,PR,29
2025-02-01,RJ,60
2025-02-01,RN,2
2025-02-01,RO,4
2025-02-01,RS,19
2025-02-01,SC,22
2025-02-01,SE,1
2025-02-01,SP,117
2025-02-01,TO,6
2025-03-01,AL,3
2025-03-01,AM,4
2025-03-01,AP,1
2025-03-01,BA,15
2025-03-01,CE,6
2025-03-01,DF,13
2025-03-01,ES,10
2025-03-01,EX,1
2025-03-01,GO,18
2025-03-01,MA,2
2025-03-01,MG,49
2025-03-01,MS,7
2025-03-01,MT,8
2025-03-01,PA,8
2025-03-01,PB,4
2025-03-01,PE,8
2025-03-01,PI,4
2025-03-01,PR,26
2025-03-01,RJ,56
2025-03-01,RN,4
2025-03-01,RO,6
2025-03-01,RS,19
2025-03-01,SC,30
2025-03-01,SE,5
2025-03-01,SP,129
2025-03-01,TO,1
2025-04-01,AM,2
2025-04-01,BA,12
2025-04-01,CE,9
2025-04-01,DF,5
2025-04-01,ES,7
2025-04-01,GO,11
2025-04-01,MG,31
2025-04-01,MS,2
2025-04-01,MT,3
2025-04-01,PA,7
2025-04-01,PB,5
2025-04-01,PE,4
2025-04-01,PI,1
2025-04-01,PR,14
2025-04-01,RJ,14
2025-04-01,RN,2
2025-04-01,RO,1
2025-04-01,RS,8
2025-04-01,SC,15
2025-04-01,SE,2
2025-04-01,SP,56
2025-04-01,TO,1
