uf,cidade,ativas,inativas,taxa_mortalidade
CE,MULUNGU,1.0,0.0,0.0
CE,NOVA OLINDA,1.0,1.0,0.5
CE,NOVA RUSSAS,2.0,3.0,0.6
CE,NOVO ORIENTE,2.0,0.0,0.0
CE,OCARA,0.0,1.0,1.0
CE,OROS,0.0,1.0,1.0
CE,PACAJUS,3.0,5.0,0.625
CE,PACATUBA,6.0,6.0,0.5
CE,PACOTI,0.0,1.0,1.0
CE,PACUJA,0.0,1.0,1.0
CE,PALHANO,2.0,0.0,0.0
CE,PALMACIA,1.0,1.0,0.5
CE,PARACURU,4.0,6.0,0.6
CE,PARAIPABA,2.0,5.0,0.7142857142857143
CE,PARAMBU,0.0,3.0,1.0
CE,PARAMOTI,0.0,1.0,1.0
CE,PEDRA BRANCA,0.0,1.0,1.0
CE,PENTECOSTE,2.0,5.0,0.7142857142857143
CE,PINDORETAMA,1.0,4.0,0.8
CE,PIRES FERREIRA,1.0,1.0,0.5
CE,PORANGA,0.0,1.0,1.0
CE,QUIXADA,8.0,9.0,0.5294117647058824
CE,QUIXELO,0.0,3.0,1.0
CE,QUIXERAMOBIM,4.0,3.0,0.42857142857142855
CE,QUIXERE,2.0,1.0,0.3333333333333333
CE,REDENCAO,1.0,2.0,0.6666666666666666
CE,RERIUTABA,2.0,1.0,0.3333333333333333
CE,RUSSAS,2.0,6.0,0.75
CE,SANTA QUITERIA,2.0,0.0,0.0
CE,SANTANA DO ACARAU,1.0,0.0,0.0
CE,SAO BENEDITO,4.0,4.0,0.5
CE,SAO GONCALO DO AMARANTE,7.0,7.0,0.5
CE,SAO JOAO DO JAGUARIBE,0.0,1.0,1.0
CE,SAO LUIS DO CURU,0.0,1.0,1.0
CE,SENADOR POMPEU,2.0,3.0,0.6
CE,SOBRAL,21.0,39.0,0.65
CE,SOLONOPOLE,0.0,1.0,1.0
CE,TABULEIRO DO NORTE,3.0,1.0,0.25
CE,TAMBORIL,2.0,1.0,0.3333333333333333
CE,TAUA,4.0,4.0,0.5
CE,TEJUCUOCA,0.0,1.0,1.0
CE,TIANGUA,4.0,6.0,0.6
CE,TRAIRI,3.0,5.0,0.625
CE,TURURU,1.0,2.0,0.6666666666666666
CE,UBAJARA,1.0,1.0,0.5
CE,UMIRIM,0.0,1.0,1.0
CE,VARJOTA,0.0,4.0,1.0
CE,VARZEA ALEGRE,3.0,4.0,0.5714285714285714
CE,VICOSA DO CEARA,1.0,7.0,0.875
DF,BRASILIA,378.0,923.0,0.7094542659492697
ES,AFONSO CLAUDIO,4.0,6.0,0.6
ES,AGUA DOCE DO NORTE,4.0,4.0,0.5
ES,AGUIA BRANCA,1.0,0.0,0.0
ES,ALEGRE,1.0,14.0,0.9333333333333333
ES,ALFREDO CHAVES,1.0,0.0,0.0
ES,ALTO RIO NOVO,1.0,3.0,0.75
ES,ANCHIETA,8.0,16.0,0.6666666666666666
ES,APIACA,1.0,1.0,0.5
ES,ARACRUZ,19.0,20.0,0.5128205128205128
ES,ATILIO VIVACQUA,4.0,3.0,0.42857142857142855
ES,BAIXO GUANDU,3.0,5.0,0.625
ES,BARRA DE SAO FRANCISCO,7.0,18.0,0.72
ES,BOA ESPERANCA,1.0,8.0,0.8888888888888888
ES,BOM JESUS DO NORTE,2.0,7.0,0.7777777777777778
ES,BREJETUBA,1.0,0.0,0.0
ES,CACHOEIRO DE ITAPEMIRIM,23.0,37.0,0.6166666666666667
ES,CARIACICA,43.0,100.0,0.6993006993006993
ES,CASTELO,8.0,9.0,0.5294117647058824
ES,COLATINA,23.0,28.0,0.5490196078431373
ES,CONCEICAO DA BARRA,10.0,23.0,0.696969696969697
ES,CONCEICAO DO CASTELO,1.0,1.0,0.5
ES,DIVINO DE SAO LOURENCO,0.0,5.0,1.0
ES,DOMINGOS MARTINS,10.0,10.0,0.5
ES,DORES DO RIO PRETO,1.0,0.0,0.0
ES,ECOPORANGA,1.0,2.0,0.6666666666666666
ES,FUNDAO,4.0,8.0,0.6666666666666666
ES,GOVERNADOR LINDENBERG,2.0,1.0,0.3333333333333333
ES,GUACUI,0.0,8.0,1.0
ES,GUARAPARI,38.0,79.0,0.6752136752136753
ES,IBATIBA,4.0,6.0,0.6
ES,IBIRACU,1.0,6.0,0.8571428571428571
ES,IBITIRAMA,1.0,3.0,0.75
ES,ICONHA,1.0,2.0,0.6666666666666666
ES,IRUPI,3.0,4.0,0.5714285714285714
ES,ITAGUACU,1.0,2.0,0.6666666666666666
ES,ITAPEMIRIM,9.0,15.0,0.625
ES,ITARANA,4.0,1.0,0.2
ES,IUNA,2.0,7.0,0.7777777777777778
ES,JAGUARE,3.0,7.0,0.7
ES,JERONIMO MONTEIRO,0.0,1.0,1.0
ES,JOAO NEIVA,0.0,4.0,1.0
ES,LARANJA DA TERRA,1.0,1.0,0.5
ES,LINHARES,29.0,41.0,0.5857142857142857
ES,MANTENOPOLIS,1.0,4.0,0.8
ES,MARATAIZES,9.0,22.0,0.7096774193548387
ES,MARECHAL FLORIANO,1.0,3.0,0.75
ES,MARILANDIA,1.0,2.0,0.6666666666666666
ES,MIMOSO DO SUL,4.0,9.0,0.6923076923076923
ES,MONTANHA,2.0,5.0,0.7142857142857143
ES,MUCURICI,0.0,2.0,1.0
ES,MUNIZ FREIRE,0.0,5.0,1.0
ES,MUQUI,1.0,3.0,0.75
ES,NOVA VENECIA,9.0,10.0,0.5263157894736842
ES,PANCAS,2.0,2.0,0.5
ES,PEDRO CANARIO,2.0,4.0,0.6666666666666666
ES,PINHEIROS,4.0,7.0,0.6363636363636364
ES,PIUMA,3.0,10.0,0.7692307692307693
ES,PONTO BELO,1.0,1.0,0.5
ES,PRESIDENTE KENNEDY,2.0,5.0,0.7142857142857143
ES,RIO BANANAL,1.0,3.0,0.75
ES,RIO NOVO DO SUL,2.0,2.0,0.5
ES,SANTA LEOPOLDINA,0.0,2.0,1.0
ES,SANTA MARIA DE JETIBA,9.0,10.0,0.5263157894736842
ES,SANTA TERESA,4.0,12.0,0.75
ES,SAO DOMINGOS DO NORTE,0.0,4.0,1.0
ES,SAO GABRIEL DA PALHA,1.0,13.0,0.9285714285714286
ES,SAO JOSE DO CALCADO,1.0,3.0,0.75
ES,SAO MATEUS,17.0,40.0,0.7017543859649122
ES,SAO ROQUE DO CANAA,0.0,1.0,1.0
ES,SERRA,71.0,167.0,0.7016806722689075
ES,SOORETAMA,3.0,7.0,0.7
ES,VARGEM ALTA,3.0,6.0,0.6666666666666666
ES,VENDA NOVA DO IMIGRANTE,3.0,7.0,0.7
ES,VIANA,8.0,20.0,0.7142857142857143
ES,VILA PAVAO,1.0,1.0,0.5
ES,VILA VALERIO,3.0,3.0,0.5
ES,VILA VELHA,81.0,197.0,0.7086330935251799
ES,VITORIA,53.0,146.0,0.7336683417085427
EX,EXTERIOR,1.0,0.0,0.0
GO,ABADIA DE GOIAS,0.0,2.0,1.0
GO,ABADIANIA,1.0,5.0,0.8333333333333334
GO,ACREUNA,4.0,7.0,0.6363636363636364
GO,ADELANDIA,0.0,1.0,1.0
GO,AGUAS LINDAS DE GOIAS,20.0,33.0,0.6226415094339622
GO,ALEXANIA,5.0,7.0,0.5833333333333334
GO,ALTO HORIZONTE,0.0,5.0,1.0
GO,ALTO PARAISO DE GOIAS,0.0,11.0,1.0
GO,ALVORADA DO NORTE,3.0,2.0,0.4
GO,AMERICANO DO BRASIL,1.0,0.0,0.0
GO,ANAPOLIS,51.0,101.0,0.6644736842105263
GO,ANICUNS,1.0,4.0,0.8
GO,APARECIDA DE GOIANIA,65.0,104.0,0.6153846153846154
GO,APARECIDA DO RIO DOCE,0.0,2.0,1.0
GO,APORE,0.0,1.0,1.0
GO,ARACU,0.0,1.0,1.0
GO,ARAGARCAS,2.0,1.0,0.3333333333333333
GO,ARAGOIANIA,2.0,0.0,0.0
GO,ARUANA,3.0,3.0,0.5
GO,AURILANDIA,0.0,1.0,1.0
GO,AVELINOPOLIS,0.0,2.0,1.0
GO,BALIZA,1.0,0.0,0.0
GO,BARRO ALTO,2.0,0.0,0.0
GO,BELA VISTA DE GOIAS,2.0,2.0,0.5
GO,BOM JARDIM DE GOIAS,1.0,2.0,0.6666666666666666
GO,BOM JESUS DE GOIAS,2.0,3.0,0.6
GO,BONFINOPOLIS,2.0,3.0,0.6
GO,BONOPOLIS,1.0,1.0,0.5
GO,BRITANIA,5.0,0.0,0.0
GO,BURITI ALEGRE,0.0,2.0,1.0
GO,BURITI DE GOIAS,0.0,1.0,1.0
GO,CABECEIRAS,0.0,1.0,1.0
GO,CACHOEIRA ALTA,0.0,2.0,1.0
GO,CACHOEIRA DE GOIAS,0.0,1.0,1.0
GO,CACHOEIRA DOURADA,1.0,1.0,0.5
GO,CACU,0.0,3.0,1.0
GO,CAIAPONIA,3.0,7.0,0.7
GO,CALDAS NOVAS,23.0,40.0,0.6349206349206349
GO,CALDAZINHA,0.0,2.0,1.0
GO,CAMPINORTE,0.0,2.0,1.0
GO,CAMPO ALEGRE DE GOIAS,3.0,1.0,0.25
GO,CAMPO LIMPO DE GOIAS,1.0,1.0,0.5
GO,CAMPOS BELOS,2.0,6.0,0.75
GO,CAMPOS VERDES,0.0,1.0,1.0
GO,CARMO DO RIO VERDE,0.0,3.0,1.0
GO,CASTELANDIA,0.0,2.0,1.0
GO,CATALAO,20.0,37.0,0.6491228070175439
GO,CAVALCANTE,3.0,4.0,0.5714285714285714
GO,CERES,2.0,4.0,0.6666666666666666
GO,CEZARINA,0.0,3.0,1.0
GO,CHAPADAO DO CEU,2.0,0.0,0.0
GO,CIDADE OCIDENTAL,13.0,12.0,0.48
GO,COCALZINHO DE GOIAS,0.0,1.0,1.0
GO,COLINAS DO SUL,1.0,0.0,0.0
GO,CORREGO DO OURO,0.0,1.0,1.0
GO,CORUMBA DE GOIAS,1.0,3.0,0.75
GO,CORUMBAIBA,1.0,1.0,0.5
GO,CRISTALINA,7.0,12.0,0.631578947368421
GO,CRIXAS,2.0,8.0,0.8
GO,CROMINIA,0.0,1.0,1.0
GO,DAMIANOPOLIS,1.0,0.0,0.0
GO,DAVINOPOLIS,0.0,1.0,1.0
GO,DIVINOPOLIS DE GOIAS,0.0,1.0,1.0
GO,EDEALINA,1.0,0.0,0.0
GO,ESTRELA DO NORTE,1.0,0.0,0.0
GO,FAINA,3.0,2.0,0.4
GO,FAZENDA NOVA,2.0,0.0,0.0
GO,FIRMINOPOLIS,1.0,0.0,0.0
GO,FLORES DE GOIAS,2.0,0.0,0.0
GO,FORMOSA,18.0,34.0,0.6538461538461539
GO,FORMOSO,0.0,1.0,1.0
GO,GOIANAPOLIS,0.0,3.0,1.0
GO,GOIANDIRA,0.0,1.0,1.0
GO,GOIANESIA,6.0,8.0,0.5714285714285714
GO,GOIANIA,280.0,446.0,0.6143250688705234
GO,GOIANIRA,8.0,8.0,0.5
GO,GOIAS,0.0,6.0,1.0
GO,GOIATUBA,3.0,9.0,0.75
GO,GUAPO,1.0,6.0,0.8571428571428571
GO,HIDROLANDIA,2.0,5.0,0.7142857142857143
GO,IACIARA,1.0,3.0,0.75
GO,INACIOLANDIA,0.0,2.0,1.0
GO,INDIARA,2.0,4.0,0.6666666666666666
GO,INHUMAS,7.0,6.0,0.46153846153846156
GO,IPAMERI,3.0,8.0,0.7272727272727273
GO,IPORA,5.0,2.0,0.2857142857142857
GO,ITABERAI,5.0,2.0,0.2857142857142857
GO,ITAJA,0.0,1.0,1.0
GO,ITAPACI,1.0,5.0,0.8333333333333334
GO,ITAPIRAPUA,2.0,0.0,0.0
GO,ITAPURANGA,0.0,4.0,1.0
GO,ITARUMA,1.0,1.0,0.5
GO,ITAUCU,0.0,1.0,1.0
GO,ITUMBIARA,13.0,24.0,0.6486486486486487
GO,JANDAIA,0.0,2.0,1.0
GO,JARAGUA,3.0,7.0,0.7
GO,JATAI,15.0,19.0,0.5588235294117647
GO,JAUPACI,1.0,0.0,0.0
GO,JESUPOLIS,0.0,1.0,1.0
GO,JOVIANIA,1.0,2.0,0.6666666666666666
GO,JUSSARA,3.0,7.0,0.7
GO,LAGOA SANTA,1.0,0.0,0.0
GO,LEOPOLDO DE BULHOES,0.0,1.0,1.0
GO,LUZIANIA,26.0,72.0,0.7346938775510204
GO,MAIRIPOTABA,1.0,1.0,0.5
GO,MAMBAI,0.0,1.0,1.0
GO,MARA ROSA,1.0,2.0,0.6666666666666666
GO,MAURILANDIA,2.0,1.0,0.3333333333333333
GO,MIMOSO DE GOIAS,0.0,2.0,1.0
GO,MINACU,1.0,9.0,0.9
GO,MINEIROS,11.0,11.0,0.5
GO,MONTE ALEGRE DE GOIAS,0.0,2.0,1.0
GO,MONTES CLAROS DE GOIAS,2.0,1.0,0.3333333333333333
GO,MONTIVIDIU,1.0,1.0,0.5
GO,MONTIVIDIU DO NORTE,1.0,0.0,0.0
GO,MORRINHOS,5.0,11.0,0.6875
GO,MOSSAMEDES,1.0,0.0,0.0
GO,MOZARLANDIA,4.0,5.0,0.5555555555555556
GO,MUNDO NOVO,0.0,1.0,1.0
GO,NAZARIO,0.0,3.0,1.0
GO,NEROPOLIS,6.0,3.0,0.3333333333333333
GO,NIQUELANDIA,3.0,10.0,0.7692307692307693
GO,NOVA CRIXAS,4.0,1.0,0.2
GO,NOVA VENEZA,2.0,3.0,0.6
GO,NOVO GAMA,6.0,18.0,0.75
GO,NOVO PLANALTO,1.0,1.0,0.5
GO,ORIZONA,3.0,4.0,0.5714285714285714
GO,OUVIDOR,1.0,1.0,0.5
GO,PADRE BERNARDO,0.0,7.0,1.0
GO,PALESTINA DE GOIAS,0.0,1.0,1.0
GO,PALMEIRAS DE GOIAS,5.0,9.0,0.6428571428571429
GO,PANAMA,1.0,0.0,0.0
GO,PARAUNA,1.0,3.0,0.75
GO,PETROLINA DE GOIAS,1.0,2.0,0.6666666666666666
GO,PIRACANJUBA,2.0,4.0,0.6666666666666666
GO,PIRANHAS,1.0,3.0,0.75
GO,PIRENOPOLIS,4.0,10.0,0.7142857142857143
GO,PIRES DO RIO,4.0,9.0,0.6923076923076923
GO,PLANALTINA,9.0,30.0,0.7692307692307693
GO,PONTALINA,1.0,3.0,0.75
GO,PORANGATU,2.0,6.0,0.75
GO,PORTEIRAO,2.0,3.0,0.6
GO,PORTELANDIA,1.0,1.0,0.5
GO,POSSE,1.0,5.0,0.8333333333333334
GO,PROFESSOR JAMIL,0.0,1.0,1.0
GO,QUIRINOPOLIS,6.0,11.0,0.6470588235294118
GO,RIALMA,1.0,2.0,0.6666666666666666
GO,RIO QUENTE,2.0,0.0,0.0
GO,RIO VERDE,26.0,42.0,0.6176470588235294
GO,RUBIATABA,2.0,4.0,0.6666666666666666
GO,SANCLERLANDIA,2.0,3.0,0.6
GO,SANTA BARBARA DE GOIAS,0.0,2.0,1.0
GO,SANTA CRUZ DE GOIAS,0.0,1.0,1.0
GO,SANTA HELENA DE GOIAS,3.0,5.0,0.625
GO,SANTA RITA DO ARAGUAIA,0.0,2.0,1.0
GO,SANTA TEREZA DE GOIAS,0.0,1.0,1.0
GO,SANTA TEREZINHA DE GOIAS,0.0,5.0,1.0
GO,SANTO ANTONIO DE GOIAS,1.0,1.0,0.5
GO,SANTO ANTONIO DO DESCOBERTO,5.0,17.0,0.7727272727272727
GO,SAO DOMINGOS,0.0,1.0,1.0
GO,SAO JOAO D'ALIANCA,1.0,4.0,0.8
GO,SAO LUIS DE MONTES BELOS,2.0,16.0,0.8888888888888888
GO,SAO LUIZ DO NORTE,1.0,0.0,0.0
GO,SAO MIGUEL DO ARAGUAIA,1.0,6.0,0.8571428571428571
GO,SAO MIGUEL DO PASSA QUATRO,1.0,1.0,0.5
GO,SAO PATRICIO,0.0,1.0,1.0
GO,SAO SIMAO,2.0,7.0,0.7777777777777778
GO,SENADOR CANEDO,20.0,32.0,0.6153846153846154
GO,SERRANOPOLIS,2.0,1.0,0.3333333333333333
GO,SILVANIA,5.0,3.0,0.375
GO,SIMOLANDIA,1.0,0.0,0.0
GO,TAQUARAL DE GOIAS,0.0,1.0,1.0
GO,TEREZOPOLIS DE GOIAS,4.0,3.0,0.42857142857142855
GO,TRES RANCHOS,1.0,3.0,0.75
GO,TRINDADE,20.0,28.0,0.5833333333333334
GO,TROMBAS,0.0,1.0,1.0
GO,TURVANIA,1.0,0.0,0.0
GO,TURVELANDIA,1.0,3.0,0.75
GO,URUACU,7.0,6.0,0.46153846153846156
GO,URUANA,1.0,1.0,0.5
GO,VALPARAISO DE GOIAS,17.0,38.0,0.6909090909090909
GO,VIANOPOLIS,1.0,2.0,0.6666666666666666
GO,VICENTINOPOLIS,0.0,3.0,1.0
GO,VILA BOA,0.0,2.0,1.0
GO,VILA PROPICIO,2.0,0.0,0.0
MA,ACAILANDIA,5.0,12.0,0.7058823529411765
MA,AFONSO CUNHA,1.0,0.0,0.0
MA,ALCANTARA,0.0,3.0,1.0
MA,ALTO ALEGRE DO MARANHAO,0.0,1.0,1.0
MA,ALTO PARNAIBA,1.0,1.0,0.5
MA,AMARANTE DO MARANHAO,1.0,1.0,0.5
MA,ANAJATUBA,2.0,0.0,0.0
MA,ANAPURUS,1.0,2.0,0.6666666666666666
MA,APICUM-ACU,0.0,1.0,1.0
MA,ARAGUANA,0.0,1.0,1.0
MA,ARAIOSES,0.0,1.0,1.0
MA,ARARI,2.0,1.0,0.3333333333333333
MA,BACABAL,0.0,5.0,1.0
MA,BACURI,1.0,1.0,0.5
MA,BALSAS,8.0,7.0,0.4666666666666667
MA,BARAO DE GRAJAU,2.0,0.0,0.0
MA,BARRA DO CORDA,2.0,1.0,0.3333333333333333
MA,BARREIRINHAS,9.0,1.0,0.1
MA,BELAGUA,0.0,1.0,1.0
MA,BEQUIMAO,1.0,0.0,0.0
MA,BOA VISTA DO GURUPI,0.0,1.0,1.0
MA,BOM JARDIM,0.0,1.0,1.0
MA,BOM JESUS DAS SELVAS,0.0,1.0,1.0
MA,BOM LUGAR,0.0,1.0,1.0
MA,BREJO,0.0,1.0,1.0
MA,CAJARI,1.0,0.0,0.0
MA,CANDIDO MENDES,1.0,2.0,0.6666666666666666
MA,CANTANHEDE,0.0,1.0,1.0
MA,CAROLINA,2.0,4.0,0.6666666666666666
MA,CARUTAPERA,0.0,1.0,1.0
MA,CAXIAS,9.0,12.0,0.5714285714285714
MA,CENTRAL DO MARANHAO,0.0,1.0,1.0
MA,CENTRO NOVO DO MARANHAO,0.0,1.0,1.0
MA,CHAPADINHA,1.0,1.0,0.5
MA,CIDELANDIA,0.0,1.0,1.0
MA,CODO,3.0,1.0,0.25
MA,COELHO NETO,0.0,1.0,1.0
MA,COROATA,1.0,2.0,0.6666666666666666
MA,CURURUPU,0.0,2.0,1.0
MA,DAVINOPOLIS,2.0,1.0,0.3333333333333333
MA,DOM PEDRO,1.0,1.0,0.5
MA,DUQUE BACELAR,0.0,1.0,1.0
MA,ESTREITO,1.0,3.0,0.75
MA,FORTALEZA DOS NOGUEIRAS,0.0,1.0,1.0
MA,FORTUNA,0.0,1.0,1.0
MA,GODOFREDO VIANA,0.0,2.0,1.0
MA,GOVERNADOR EDISON LOBAO,1.0,1.0,0.5
MA,GRAJAU,1.0,2.0,0.6666666666666666
MA,GUIMARAES,0.0,3.0,1.0
MA,HUMBERTO DE CAMPOS,1.0,1.0,0.5
MA,IGARAPE DO MEIO,0.0,1.0,1.0
MA,IGARAPE GRANDE,1.0,1.0,0.5
MA,IMPERATRIZ,29.0,36.0,0.5538461538461539
MA,ITAPECURU MIRIM,1.0,4.0,0.8
MA,ITINGA DO MARANHAO,1.0,1.0,0.5
MA,JENIPAPO DOS VIEIRAS,1.0,0.0,0.0
MA,JOAO LISBOA,1.0,0.0,0.0
MA,LAGO DA PEDRA,1.0,0.0,0.0
MA,LORETO,1.0,1.0,0.5
MA,MARACACUME,0.0,1.0,1.0
MA,MATINHA,0.0,2.0,1.0
MA,MIRADOR,1.0,0.0,0.0
MA,MIRINZAL,0.0,1.0,1.0
MA,MORROS,1.0,1.0,0.5
MA,NOVA OLINDA DO MARANHAO,0.0,1.0,1.0
MA,OLINDA NOVA DO MARANHAO,0.0,1.0,1.0
MA,PACO DO LUMIAR,5.0,8.0,0.6153846153846154
MA,PARAIBANO,1.0,1.0,0.5
MA,PASSAGEM FRANCA,0.0,1.0,1.0
MA,PAULINO NEVES,0.0,2.0,1.0
MA,PEDREIRAS,1.0,4.0,0.8
MA,PENALVA,0.0,2.0,1.0
MA,PERITORO,0.0,1.0,1.0
MA,PINHEIRO,2.0,2.0,0.5
MA,PORTO FRANCO,1.0,1.0,0.5
MA,PRESIDENTE DUTRA,0.0,4.0,1.0
MA,PRESIDENTE JUSCELINO,1.0,0.0,0.0
MA,RAPOSA,1.0,4.0,0.8
MA,RIACHAO,1.0,0.0,0.0
MA,RIBAMAR FIQUENE,0.0,1.0,1.0
MA,ROSARIO,1.0,1.0,0.5
MA,SAMBAIBA,0.0,1.0,1.0
MA,SANTA HELENA,0.0,1.0,1.0
MA,SANTA INES,2.0,8.0,0.8
MA,SANTA LUZIA,0.0,1.0,1.0
MA,SANTA LUZIA DO PARUA,1.0,0.0,0.0
MA,SANTA RITA,1.0,2.0,0.6666666666666666
MA,SANTO ANTONIO DOS LOPES,3.0,1.0,0.25
MA,SAO BENEDITO DO RIO PRETO,0.0,3.0,1.0
MA,SAO BENTO,1.0,0.0,0.0
MA,SAO DOMINGOS DO AZEITAO,0.0,1.0,1.0
MA,SAO FRANCISCO DO MARANHAO,0.0,1.0,1.0
MA,SAO JOAO BATISTA,1.0,0.0,0.0
MA,SAO JOAO DOS PATOS,1.0,2.0,0.6666666666666666
MA,SAO JOSE DE RIBAMAR,12.0,24.0,0.6666666666666666
MA,SAO LUIS,111.0,208.0,0.6520376175548589
MA,SAO LUIS GONZAGA DO MARANHAO,1.0,1.0,0.5
MA,SAO MATEUS DO MARANHAO,2.0,1.0,0.3333333333333333
MA,SENADOR ALEXANDRE COSTA,0.0,1.0,1.0
MA,SERRANO DO MARANHAO,0.0,1.0,1.0
MA,SITIO NOVO,0.0,1.0,1.0
MA,TASSO FRAGOSO,2.0,1.0,0.3333333333333333
MA,TIMBIRAS,0.0,1.0,1.0
MA,TIMON,9.0,8.0,0.47058823529411764
MA,TRIZIDELA DO VALE,2.0,0.0,0.0
MA,TUNTUM,0.0,2.0,1.0
MA,TUTOIA,1.0,0.0,0.0
MA,URBANO SANTOS,0.0,1.0,1.0
MA,VARGEM GRANDE,1.0,0.0,0.0
MA,VIANA,0.0,1.0,1.0
MA,VITORIA DO MEARIM,1.0,1.0,0.5
MA,VITORINO FREIRE,1.0,1.0,0.5
MG,ABADIA DOS DOURADOS,1.0,0.0,0.0
MG,ABAETE,3.0,10.0,0.7692307692307693
MG,ABRE CAMPO,1.0,1.0,0.5
MG,ACAIACA,0.0,1.0,1.0
MG,ACUCENA,1.0,5.0,0.8333333333333334
MG,AGUA BOA,0.0,2.0,1.0
MG,AGUANIL,0.0,1.0,1.0
MG,AGUAS FORMOSAS,3.0,3.0,0.5
MG,AGUAS VERMELHAS,1.0,1.0,0.5
MG,AIMORES,4.0,8.0,0.6666666666666666
MG,AIURUOCA,1.0,4.0,0.8
MG,ALAGOA,1.0,0.0,0.0
MG,ALBERTINA,0.0,2.0,1.0
MG,ALEM PARAIBA,3.0,16.0,0.8421052631578947
MG,ALFENAS,9.0,37.0,0.8043478260869565
MG,ALFREDO VASCONCELOS,1.0,0.0,0.0
MG,ALMENARA,5.0,8.0,0.6153846153846154
MG,ALPERCATA,0.0,1.0,1.0
MG,ALPINOPOLIS,2.0,6.0,0.75
MG,ALTEROSA,1.0,6.0,0.8571428571428571
MG,ALTO CAPARAO,2.0,0.0,0.0
MG,ALTO JEQUITIBA,1.0,0.0,0.0
MG,ALTO RIO DOCE,1.0,2.0,0.6666666666666666
MG,ALVINOPOLIS,3.0,2.0,0.4
MG,ALVORADA DE MINAS,1.0,1.0,0.5
MG,AMPARO DA SERRA,0.0,2.0,1.0
MG,ANDRADAS,7.0,11.0,0.6111111111111112
MG,ANDRELANDIA,1.0,2.0,0.6666666666666666
MG,ANTONIO CARLOS,0.0,3.0,1.0
MG,ANTONIO DIAS,1.0,2.0,0.6666666666666666
MG,ARACAI,0.0,1.0,1.0
MG,ARACUAI,0.0,5.0,1.0
MG,ARAGUARI,17.0,34.0,0.6666666666666666
MG,ARAPONGA,1.0,1.0,0.5
MG,ARAPORA,2.0,0.0,0.0
MG,ARAPUA,0.0,1.0,1.0
MG,ARAUJOS,2.0,2.0,0.5
MG,ARAXA,10.0,37.0,0.7872340425531915
MG,ARCEBURGO,1.0,1.0,0.5
MG,ARCOS,5.0,12.0,0.7058823529411765
MG,AREADO,1.0,5.0,0.8333333333333334
MG,ARGIRITA,0.0,2.0,1.0
MG,ARICANDUVA,1.0,0.0,0.0
MG,ARINOS,2.0,7.0,0.7777777777777778
MG,ASTOLFO DUTRA,0.0,5.0,1.0
MG,AUGUSTO DE LIMA,1.0,1.0,0.5
MG,BAEPENDI,1.0,4.0,0.8
MG,BALDIM,1.0,1.0,0.5
MG,BAMBUI,2.0,5.0,0.7142857142857143
MG,BANDEIRA DO SUL,1.0,4.0,0.8
MG,BARAO DE COCAIS,4.0,8.0,0.6666666666666666
MG,BARAO DO MONTE ALTO,1.0,2.0,0.6666666666666666
MG,BARBACENA,17.0,48.0,0.7384615384615385
MG,BARRA LONGA,2.0,2.0,0.5
MG,BARROSO,0.0,6.0,1.0
MG,BELA VISTA DE MINAS,1.0,4.0,0.8
MG,BELMIRO BRAGA,1.0,3.0,0.75
MG,BELO HORIZONTE,409.0,1032.0,0.7161693268563497
MG,BELO ORIENTE,2.0,5.0,0.7142857142857143
MG,BELO VALE,2.0,1.0,0.3333333333333333
MG,BERILO,3.0,0.0,0.0
MG,BERTOPOLIS,1.0,1.0,0.5
MG,BETIM,50.0,109.0,0.6855345911949685
MG,BIAS FORTES,2.0,1.0,0.3333333333333333
MG,BICAS,2.0,6.0,0.75
MG,BIQUINHAS,0.0,2.0,1.0
MG,BOA ESPERANCA,7.0,12.0,0.631578947368421
MG,BOCAINA DE MINAS,3.0,5.0,0.625
MG,BOCAIUVA,2.0,7.0,0.7777777777777778
MG,BOM DESPACHO,7.0,5.0,0.4166666666666667
MG,BOM JARDIM DE MINAS,1.0,2.0,0.6666666666666666
MG,BOM JESUS DA PENHA,1.0,2.0,0.6666666666666666
MG,BOM JESUS DO AMPARO,0.0,2.0,1.0
MG,BOM JESUS DO GALHO,1.0,2.0,0.6666666666666666
MG,BOM REPOUSO,1.0,6.0,0.8571428571428571
MG,BOM SUCESSO,2.0,4.0,0.6666666666666666
MG,BONFIM,3.0,1.0,0.25
MG,BONFINOPOLIS DE MINAS,1.0,1.0,0.5
MG,BORDA DA MATA,2.0,4.0,0.6666666666666666
MG,BOTELHOS,0.0,6.0,1.0
MG,BOTUMIRIM,0.0,1.0,1.0
MG,BRASILANDIA DE MINAS,2.0,3.0,0.6
MG,BRASILIA DE MINAS,0.0,5.0,1.0
MG,BRASOPOLIS,2.0,4.0,0.6666666666666666
MG,BRAUNAS,1.0,0.0,0.0
MG,BRUMADINHO,5.0,11.0,0.6875
MG,BUENO BRANDAO,0.0,2.0,1.0
MG,BUENOPOLIS,0.0,3.0,1.0
MG,BURITIS,1.0,2.0,0.6666666666666666
MG,BURITIZEIRO,0.0,3.0,1.0
MG,CABO VERDE,2.0,0.0,0.0
MG,CACHOEIRA DE MINAS,2.0,3.0,0.6
MG,CACHOEIRA DE PAJEU,0.0,2.0,1.0
MG,CACHOEIRA DOURADA,1.0,0.0,0.0
MG,CAETANOPOLIS,1.0,4.0,0.8
MG,CAETE,2.0,13.0,0.8666666666666667
MG,CAIANA,1.0,1.0,0.5
MG,CAJURI,0.0,1.0,1.0
